canc_flag,gender,federal_state,region_type (Locality),qu_avg_liv_area,serv_revenue_avg,revenue_avg,discount_avg,serv_revenue_std,revenue_std,discount_std,device_type,months_since_act,stars,remaining_months,mon_since_con_start,mon_since_last_subsi,mon_til_next_subsi,voice_min_wireline_avg,voice_min_onnet_avg,voice_min_offnet_avg,data_vol_total_avg,voice_min_onnet_std,voice_min_offnet_std,data_vol_total_std,tot_nbr_calls,avg_days_of_usage_avg
0,1,6,4,3,34.7478,43.1548,-8.407,2.691,1.3259,0.0699,1,2,0,23,2,2,23,0,0.04,0,0.0011,0.04,0,0.0011,17,3.4444
0,1,6,3,3.0215,45.6154,62.4307,-16.8153,1.5345,1.3259,0.0785,3,97,3,6,19,24,6,19.2729,15.78285,15.9786,0.41025,11.2312,13.0051,0.17135,27,11.3187
0,0,8,3,2.9514,43.0762,44.5984,-1.5222,1.5345,1.3259,0.0923,0,183,2,17,8,8,17,2.8314,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,27,12.9251
0,0,9,2,2.5891,51.3722,55.6347,-4.2625,1.5345,1.3259,0.0923,3,14,3,11,14,14,11,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,12.9251
0,1,7,3,2.5891,28.1616,67.6382,-22.6699,2.8394,1.3259,0.0923,0,33,3,18,7,7,18,11.1471,15.78285,4.15,0.41025,17.5953,4.0384,0.17135,26,12.9251
0,0,7,4,2.5891,27.9933,49.0069,-21.0136,0.5268,0.5293,0.004,3,24,2,13,24,24,1,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,15,12.9251
0,0,4,2,3.8675,45.9897,89.8442,-4.41165,0.3455,0.2504,0.0923,1,9,3,16,9,9,16,12.1329,11.1829,12.2814,0.41025,5.4968,10.257249,0.17135,26,12.9251
0,0,6,4,2.0128,23.7078,46.2331,-22.5253,1.4381,0.0312,0.0923,0,149,3,14,11,11,14,2.3229,15.78285,3.6929,0.3471,11.2312,6.8825,0.17135,11,9.1123
1,1,3,2,3.657,39.6995,52.4864,-12.7869,1.5345,1.3259,0.0923,3,17,2,8,17,17,8,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,7.4844
0,1,9,3,3.0698,22.2633,22.2633,0,0.5734,0.5734,0,3,71,2,14,11,17,-10,2.1443,2.0229,12.2814,0.1044,3.3761,8.6855,0.0855,26,8.60165
0,1,9,2,2.9053,39.3358,56.1425,0,1.5345,1.3259,0,0,65,3,7,18,18,7,1.5786,5.2086,12.2814,0.41025,3.7575,9.5967,0.17135,26,10.9273
0,1,8,2,3.2045,44.2887,53.0155,-8.7268,0.4367,0.5537,0.0923,3,47,3,9,16,23,2,1.2414,12.9929,9.24,0.0718,11.1061,10.257249,0.0346,8,10.9273
0,1,1,3,3.2471,46.3623,85.4003,-19.2157,1.5345,1.3259,0.0923,1,38,3,15,10,10,15,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,8.7873
0,0,5,3,3.6173,30.3478,47.1546,-8.4034,0.3171,0.3171,0,0,153,3,14,11,11,14,0.8843,15.78285,1.9557,0.41025,11.2312,1.542,0.17135,11,7.4221
0,0,9,2,2.4501,40.0319,61.4963,-21.4644,1.3017,1.6726,0.0923,3,63,3,10,15,18,10,2.8686,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,11,11.8654
0,1,1,2,2.4421,48.4269,61.0349,-12.6081,1.66,1.6607,0.0024,3,36,3,13,15,16,-1,6.1714,19.3886,12.4443,0.41025,7.6341,9.5545,0.17135,23,11.8654
1,1,9,3,3.4825,36.9335,37.0962,-0.1626,0.7684,0.7378,0.1451,3,174,3,3,15,16,0,9.56285,15.78285,12.2814,0.2894,11.2312,10.257249,0.099,19,11.1684
0,0,12,3,3.4825,37.4813,46.9726,-9.4913,1.1975,1.2723,0.0923,0,43,3,6,19,19,6,9.56285,29.3143,7.6557,0.41025,11.2312,9.6978,0.2205,36,8.7933
0,1,2,2,3.379,8.9822,42.8327,-17.0438,0.0719,0.149,0.1865,0,40,3,9,16,17,9,12.5471,15.78285,12.2814,0.41025,11.2312,10.257249,0.2257,26,8.7933
0,0,6,4,2.9553,29.1031,41.7081,0,1.3082,1.3082,0,0,200,2,2,23,23,2,1.23,1.0986,2.43,0.41025,1.9532,1.8145,0.17135,5,9.2259
0,0,3,3,3,25.5765,38.2454,-12.6689,0.7041,0.6919,0.0923,0,71,3,23,2,2,23,9.56285,15.78285,21.7529,0.4602,11.2312,10.257249,0.1404,40,8.497
0,0,8,-1,3.4479,36.0114,67.4057,-4.41165,2.6221,1.3259,0.0923,3,186,3,4,21,21,0,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,5.1355
0,1,7,3,2.5739,0.6965,0.6965,0,1.6977,1.6977,0,3,67,1,6,15,21,-6,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,5.1355
0,0,4,4,2.5739,17.0585,33.9159,-4.2524,1.5345,1.3259,0.0923,0,39,3,19,6,6,19,9.56285,4.2514,12.2814,0.41025,2.411,10.257249,0.1873,14,5.1355
0,0,12,2,2.5739,18.2529,18.2529,0,2.1884,2.1884,0,3,91,2,8,15,16,6,4.5786,13.6071,18.6643,0,5.3964,11.1246,0,17,5.1355
0,1,6,4,2.5739,18.2529,18.2529,0,2.1884,2.1884,0,3,3,1,22,3,3,23,0.9167,8.8167,1.8667,0.41025,6.2572,1.6785,0.17135,22,5.1355
0,0,12,2,3,47.5056,56.8885,-9.383,1.5345,1.3259,0.0923,3,172,2,20,5,11,20,7.2971,15.5929,0.9671,0.41025,11.5316,1.9511,0.2938,22,17.4722
0,0,14,4,3.3244,9.5524,30.551,-20.9986,0.3181,0.2989,0.0411,3,10,0,5,15,11,-9,6.2886,2.0143,12.2814,0.0319,2.4783,10.257249,0.0239,44,17.4722
1,0,4,4,2.4186,35.3819,39.5847,-4.2027,0.7116,0.711,0.0008,3,8,2,17,8,8,17,9.56285,7.1429,12.2814,0.41025,10.1956,10.257249,0.17135,26,5.1102
0,0,6,4,3.3678,34.3067,38.5952,-4.2885,0.2368,0.3255,0.0923,3,7,1,18,7,7,18,9.9357,5.7943,23.8657,0.41025,5.4207,10.257249,0.2694,7,7.3211
0,0,2,3,3.3678,18.6676,18.6676,0,0.251,0.251,0,0,168,1,12,25,25,0,1.0614,3.0714,0.25,0,2.0157,0.4481,0,7,7.3211
0,1,13,3,3.3858,19.1614,27.6731,-8.5117,1.9544,1.9619,0.0923,0,17,2,8,17,17,8,3.8243,25.2029,9.4071,0.4755,15.4163,8.0078,0.2158,7,14.3303
0,0,14,4,3.3858,44.738,48.9407,-4.2027,1.5345,1.3259,0.0008,3,15,2,10,15,15,10,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,14.3303
0,1,12,3,2.3278,35.9825,48.3894,-12.4069,1.5781,1.6001,0.0923,0,187,3,17,8,8,17,9.56285,20.2343,12.2814,0.41025,11.2312,10.257249,0.17135,20,8.4064
0,0,12,3,2.6186,17.3703,17.8205,-0.4502,1.4386,1.1894,0.0923,0,6,1,19,6,6,19,0,0.4683,0,0.3041,0.7745,0,0.2362,20,8.4064
0,1,9,2,2.6186,25.3117,37.9134,-12.6017,0.1561,0.2106,0.081,3,15,2,10,15,15,10,1.4957,5.99,0.0957,0.1055,5.4102,0.2345,0.0537,20,8.4064
0,1,9,3,3.5029,21.3891,21.3891,0,1.5345,1.3259,0,0,175,3,15,10,16,-9,2.6271,19.3229,17.3171,0.41025,18.5423,17.9925,0.17135,10,8.003
1,1,9,3,3,52.0257,73.0391,-21.0135,1.5345,1.3259,0.004,0,36,3,13,12,13,13,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,8.003
0,0,3,-1,2.7995,35.8058,51.8574,-3.4465,1.5345,1.3259,0.0923,0,15,3,10,15,15,10,2.51,7.6429,3.5286,0.41025,6.0739,3.4895,0.17135,30,8.003
0,0,14,4,3.3644,31.5755,39.9789,-8.4034,0.7639,0.7639,0,0,201,3,12,13,16,6,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,7.4975
0,1,6,4,3.3644,40.7178,56.102,-15.3842,1.7807,1.3277,0.0923,0,38,3,8,17,19,7,11.5271,6.2243,12.2814,0.41025,4.7301,16.6931,0.17135,41,11.7702
0,0,9,4,3.9075,15.8841,15.8841,0,1.9644,1.9644,0,3,160,3,13,12,16,6,2.7614,3.3071,1.9214,0.3546,5.978,3.7524,0.17135,3,8.6735
1,0,5,2,2.7417,9.9548,12.9733,-3.0185,1.7979,1.3259,0.0923,3,38,1,5,20,16,-6,4.9971,1.1214,2.4029,0.1269,1.1651,2.9946,0.0694,3,8.6735
0,1,4,2,3.4154,31.8882,38.7092,-6.821,1.5345,1.0149,0.0923,3,116,3,13,12,16,6,11.7443,2.4,9.0114,0.41025,3.9677,17.3854,0.17135,3,8.6735
0,1,9,4,2.2746,23.7667,28.0178,-4.2511,1.5345,1.3259,0.0123,3,34,2,3,15,16,6,9.56285,15.78285,12.2814,0.1668,13.6419,10.257249,0.0437,26,5.6583
0,1,11,4,2.1886,38.018,43.0743,-5.0563,0,0,0,3,3,1,22,3,3,22,0.595,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,5.6583
0,0,5,2,3.9214,6.0121,7.452,-1.4399,1.0031,1.3259,0.0923,3,107,0,11,15,16,-1,17.7043,6.7657,12.3643,0,5.1214,7.8534,0,15,5.6583
0,0,11,4,3.827,44.086,53.1876,-6.8042,1.5345,1.3259,0.0923,0,47,3,23,2,5,20,9.15,3.3371,19.0143,0.41025,3.1179,10.257249,0.232,15,5.6583
0,0,6,2,3.8035,4.31,4.31,0,0,0,0,3,146,0,11,15,5,6,0,0.3743,0,0,0.5172,0,0,1,5.6583
0,1,4,-1,3.1413,26.9496,43.8778,-8.5248,1.1482,1.3157,0.1847,0,195,3,6,19,19,6,9.56285,3.0643,12.2814,0.0712,6.1448,10.257249,0.0289,14,14.6832
0,1,4,2,3.199,40.7286,40.7286,0,1.8919,1.8919,0,0,56,2,5,20,20,5,4.9814,0.05,12.2814,0.41025,0.1225,10.257249,0.17135,26,12.7293
0,1,6,4,3.199,17.241,17.241,0,0,0,0,3,132,2,13,15,16,6,4.3686,0.2529,0,0,0.6194,0,0,26,12.7293
0,0,10,4,3.199,24.2598,32.6604,-8.4006,1.5345,1.3259,0.0016,0,14,2,11,14,14,11,14.7,15.78285,4.31,0.2689,11.2312,9.9117,0.1085,23,12.7293
0,1,7,3,2.8984,18.0265,34.8993,-16.8729,1.1692,1.236,0.1093,0,141,3,3,22,16,-1,9.56285,6.1171,12.2814,0.1363,5.2372,10.257249,0.1958,26,4.9598
0,1,12,3,2.8984,11.1971,11.1971,0,0.3461,0.3461,0,3,37,1,4,15,16,6,0.5686,9.83,11.8286,0.495,13.4653,5.1836,0.0954,20,8.8737
0,1,6,2,3.5263,26.6126,30.2653,-3.6527,1.5345,1.3259,0.0923,3,16,2,15,10,16,-9,9.56285,15.4743,12.2814,0,15.5039,10.257249,0,26,8.8737
0,1,4,-1,2.8088,12.6471,15.1639,-2.5168,0.2525,0.2681,0.0158,0,34,1,3,15,16,-9,0,0.5871,0,0,0.614,0,0,26,8.8737
0,0,9,3,3.2269,50.0202,50.0202,0,1.5345,1.3259,0,3,175,2,10,15,16,6,9.56285,15.78285,19.48,0.1635,11.2312,14.3069,0.0492,26,14.5006
0,0,13,4,3.2269,25.2078,46.5987,-21.3909,0.0049,0.2949,0.0923,3,23,2,2,23,23,2,1.47,0.2286,8.4257,0.3716,0.5202,19.5117,0.17135,25,8.3645
0,0,3,2,3,22.5659,30.9934,-8.4275,1.5899,1.5939,0.0769,3,111,2,5,20,16,6,9.56285,15.78285,12.2814,0.1212,11.2312,10.257249,0.0949,25,8.3645
0,0,8,3,3.4123,7.1722,32.3838,-8.405,1.6543,1.6546,0.0031,3,72,2,14,11,11,14,5.07,15.6557,0,0.4334,4.4391,0,0.1817,25,14.2813
0,0,6,3,3.3154,17.3242,20.2292,-2.9051,0.1689,0.1793,0.0113,3,157,2,3,22,11,6,1.6743,5.8571,1.0914,0.1108,2.6517,1.0893,0.047,2,13.5196
0,1,6,3,3.3154,39.049,43.2517,-4.2027,1.4268,1.4261,0.0008,3,12,2,13,12,12,13,9.56285,15.78285,12.2814,0.3593,19.0805,10.257249,0.17135,26,13.5196
0,1,6,3,3.4375,14.1449,22.7913,-8.6464,0.9394,0.9974,0.0923,3,172,1,5,15,12,6,7.3186,13.8729,11.7714,0.0879,6.751,3.9328,0.0313,26,12.1437
0,1,6,4,2.118,42.704,59.5138,-12.6081,1.5345,1.3259,0.0024,3,19,2,6,19,19,6,9.56285,12.7414,12.2814,0.41025,6.4524,10.257249,0.2934,26,12.1437
0,1,7,2,3.1927,35.2974,52.0986,-16.8012,0.4833,0.485,0.0031,1,203,3,6,15,16,0,9.56285,17.3529,21.6957,0.367,15.0239,19.989,0.17135,1,12.1437
0,1,1,4,3.418,23.8847,30.212,-6.3272,0.2529,0.2674,0.041,3,210,2,11,15,16,6,9.56285,15.78285,12.38,0.1334,11.2312,15.1968,0.1357,26,12.1437
0,1,6,4,2.8551,47.4207,51.6132,-4.1925,2.1303,2.1518,0.0372,3,174,3,5,15,16,-7,6.6814,27.2043,12.2814,0.1948,17.0272,19.4551,0.1514,26,15.7917
0,1,1,-1,2.1761,16.997,21.1985,-4.2016,0.1213,0.1265,0.0162,3,28,1,9,28,16,6,9.56285,15.78285,1.02,0.1893,11.2312,1.0561,0.0983,11,15.7917
1,0,10,4,3,48.1295,61.9967,-12.6667,2.8776,1.3259,0.151,1,143,3,6,19,19,6,9.56285,15.78285,22.9286,0.41025,11.2312,13.3134,0.17135,11,10.7024
1,0,6,3,3,8.3613,8.3613,0,0,0,0,3,99,1,10,15,16,6,0,0.4186,0,0,1.0253,0,0,11,10.7024
0,0,14,4,3,8.3613,8.3613,0,0,0,0,3,2,0,23,2,16,-1,8.8,6.625,12.2814,0.41025,4.065,13.765,0.0302,31,10.7024
0,0,13,-1,3.7293,24.9976,53.1069,-11.3026,1.5345,1.3259,0.0923,1,135,3,20,5,24,1,8.7271,14.9071,12.2814,0.41025,13.3102,13.8049,0.17135,26,10.5383
0,1,4,4,3,36.7466,53.8346,-17.088,1.5345,1.3259,0.0923,3,19,2,6,19,19,6,6.2914,15.78285,12.2814,0.41025,11.2312,10.257249,0.2513,26,8.4721
0,1,8,3,2.9318,35.5885,35.5885,0,0.4736,0.4736,0,0,120,3,14,11,11,14,9.56285,25.1243,19.3843,0.464,11.2312,10.257249,0.1308,18,5.587
0,1,7,3,2.9318,36.7745,66.7143,-22.7369,1.5345,1.3259,0.0923,0,29,3,22,3,3,22,11.0957,15.78285,2.7471,0.41025,11.2312,3.1429,0.17135,18,5.587
0,1,5,-1,2.9318,29.8686,30.9001,-1.0315,1.5345,1.3259,0.0923,0,172,3,22,3,3,22,9.56285,15.78285,13.0471,0,11.2312,15.8156,0,37,5.587
0,0,10,4,2.2321,40.554,53.3061,-12.6081,2.0151,2.1626,0.0024,3,20,2,5,20,20,5,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,23,5.587
0,1,1,3,3,4.1597,4.1597,0,0,0,0,3,163,0,2,15,16,6,0,0.0243,0,0,0.0518,0,0,1,5.587
0,1,1,3,3.2315,19.4217,23.9178,-4.4961,1.9355,1.9476,0.0923,3,18,2,7,18,16,6,0.8043,8.71,12.2814,0.41025,8.0417,10.257249,0.17135,25,6.5818
1,0,17,-1,3.2315,33.8854,42.2931,-8.4078,0.1639,0.1668,0.0354,0,15,2,10,15,15,10,9.56285,15.78285,0.7457,0.2952,11.2312,1.1612,0.208,25,6.5818
0,1,5,2,3,16.8862,16.8862,0,0.1301,0.1301,0,0,14,2,11,14,14,11,0.2286,0.9414,0.85,0.0231,1.4628,2.0821,0.0132,13,4.6857
0,1,8,3,3.6829,14.3996,27.0046,0,1.1565,1.1565,0,0,82,3,12,13,13,12,0.3814,3.0757,20.2343,0.41025,3.225,10.257249,0.1114,13,16.6017
0,0,6,3,3.6829,48.624,62.2357,-13.6117,1.5345,2.2131,0.0923,1,30,3,19,6,6,19,9.56285,11.7614,21.75,0.41025,13.0475,10.257249,0.17135,13,16.6017
0,1,2,2,3.1575,31.949,39.5198,-7.5708,1.5345,1.3259,0.0923,3,62,2,19,6,16,-5,18.7314,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,13,15.0915
0,0,8,3,3.1149,48.021,52.2237,-4.2027,1.5345,1.3259,0.0008,0,11,3,14,11,11,14,0.4129,12.0743,0,0.41025,12.9422,0,0.17135,6,5.2834
0,0,17,-1,3.1149,25.6811,25.6811,0,0,0,0,1,4,1,21,4,4,21,0,0.225,0,0,0.3897,0,0,1,5.2834
0,0,14,4,2.2432,23.4106,23.7805,-0.3699,1.5345,1.3259,0.0923,0,17,2,8,17,17,8,2.6343,18.1914,12.2814,0.41025,9.3508,12.2115,0.1026,29,5.2834
0,0,9,4,2.2432,52.2528,65.1929,-12.9401,2.5244,2.3616,0.0923,3,3,3,22,3,3,22,0,0,0,0,0,0,0,29,5.2834
0,1,4,2,3.6307,10.7506,13.5862,-2.8356,1.4872,0.4631,0.0923,3,140,1,6,15,16,6,0.0386,19.8029,1.3814,0,7.686,1.1047,0,2,5.2834
0,1,5,2,3.0825,52.5058,60.9112,-8.4055,1.5345,1.3259,0.0017,3,67,2,4,21,21,4,3.8343,15.78285,19.9486,0.41025,11.2312,10.257249,0.17135,26,5.2834
1,1,1,4,3.144,31.3241,31.4993,-0.1752,0.2484,0.4156,0.0923,0,37,2,11,14,14,11,15.2657,19.5543,8.2414,0.1024,9.2763,9.2232,0.02,26,5.2834
0,0,1,-1,2.1348,6.5889,30.0218,-23.4328,1.5345,0.9996,0.0923,3,7,1,18,7,14,-6,0.1071,8.69,3.0086,0.007,12.9997,3.7383,0.0067,6,3.2278
0,0,9,2,3.267,21.3991,38.1778,-16.7787,0.2469,0.2514,0.1053,3,163,3,11,14,17,11,9.56285,15.78285,1.03,0.4209,11.2312,1.4289,0.2519,16,8.6043
1,0,5,2,3.0753,26.5529,26.5529,0,1.0261,1.0261,0,3,193,2,6,15,16,6,9.56285,15.78285,3.9629,0,11.2312,3.7952,0,39,8.6043
0,0,4,2,3.5491,29.8138,37.5216,-17.2866,1.5345,1.3259,0.0923,0,148,3,24,1,5,24,9.56285,15.78285,2.6986,0.41025,13.6801,3.2185,0.193,40,9.1746
0,1,1,2,2.9417,26.5787,37.4108,-10.8321,0.5884,0.3452,0.0923,0,86,3,21,4,9,21,9.56285,15.78285,12.2814,0.4131,11.6468,19.2831,0.1586,34,9.1746
0,0,3,2,3.5725,20.0032,22.9032,-2.9,2.2536,1.3259,0.0923,0,130,1,13,15,16,6,7.8714,1.6071,22.0314,0.0101,1.6434,13.2952,0.0137,19,9.1746
0,1,6,3,2.6283,45.2557,59.9555,-14.6998,2.6483,1.3259,0.0027,3,26,3,11,26,26,0,17.3543,15.78285,12.2814,0.41025,11.2312,10.257249,0.2949,26,9.1746
0,0,3,3,2.6283,25.9754,25.9754,0,0.2679,0.2679,0,3,103,3,9,15,26,-1,4.2029,3.1543,4.3414,0.3343,2.4094,2.9061,0.0656,4,10.6384
0,0,6,3,3,37.4967,40.3193,-2.8226,1.5345,1.3259,0.0923,3,27,2,10,27,26,6,9.56285,9.98,12.2814,0.199,8.1834,12.5261,0.1181,4,10.6384
0,0,4,-1,3,41.6696,41.797,-0.1274,0.3538,0.5956,0.0923,0,85,3,16,9,9,16,1.3329,2.3514,2.3429,0.0138,5.7598,5.7388,0.0334,4,10.6384
0,1,8,3,2.6958,29.8138,70.8785,0,2.1021,2.1021,0,1,192,3,12,25,25,0,9.56285,15.78285,3.5071,0.41025,11.2312,2.7678,0.17135,37,9.4642
1,0,6,4,3.25,45.1088,45.5005,-0.3917,0.6561,0.7824,0.0923,0,97,2,7,30,30,-5,9.56285,15.78285,12.2814,0.41025,13.0514,9.8412,0.1602,26,9.4642
1,0,6,4,2.1573,50.4409,50.4409,0,0.4136,0.4136,0,0,36,3,13,15,16,6,0,0.05,0,0.0003,0.0475,0,0.0006,26,9.4642
1,1,2,-1,3.5006,41.6345,41.6345,0,2.8793,1.3259,0,0,129,3,6,19,19,6,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.2611,26,11.9046
0,1,7,3,2.8659,10.913,10.913,0,0.0024,0.0024,0,3,11,1,14,11,19,-10,0,0.1743,0,0,0.2639,0,0,26,11.9046
0,1,5,2,3.3559,29.7995,46.6095,-16.81,0.4171,0.4208,0.0062,3,13,2,12,13,13,12,7.3743,15.78285,0.31,0.41025,11.2312,0.5687,0.2276,26,11.9046
0,0,6,4,3.3559,29.8138,80.4024,-0.0617,1.5345,1.3259,0.0712,3,16,3,9,16,16,9,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,11.0038
0,1,9,2,3.1263,8.3949,12.5966,-4.2017,0,0,0,3,33,1,5,15,16,-7,0,0,0,0,0,0,0,26,11.0038
0,1,1,3,2.8103,9.7203,65.9877,-4.41165,2.8829,1.3259,0.0923,1,279,3,6,15,16,-6,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,12.1993
0,1,2,2,3.0765,25.449,46.7379,-21.2889,0.2719,0.53,0.0923,3,122,2,6,19,19,6,19.3014,6.5243,0.4343,0.2062,10.1234,0.9961,0.1268,5,12.1993
0,0,15,4,3,28.9123,37.3157,0,2.1344,2.1344,0,0,46,2,9,16,16,9,9.56285,14.8086,12.2814,0.1911,17.9014,19.0845,0.0816,26,4.8079
0,1,5,2,2.5933,35.9347,35.3989,0.5358,2.7091,1.3259,0.0923,0,190,3,16,9,9,16,7.5914,29.1129,0,0.0561,13.3404,0,0.0532,30,4.8079
0,0,13,3,3,42.9209,43.0722,-0.1513,1.4547,1.5018,0.0923,3,233,2,16,9,9,16,6.1343,6.45,7.59,0.4206,3.2794,5.7578,0.2453,30,12.2995
0,0,6,3,2.9557,1.5526,7.1062,-5.5536,2.6228,1.3259,0.0923,3,183,0,11,15,9,6,0.0914,1.6843,0,0,2.1237,0,0,30,12.2995
0,0,10,4,2.0137,43.6018,49.4143,-4.0118,1.5345,1.3259,0.0923,1,10,3,15,10,10,15,9.73,3.1714,17.5314,0.41025,4.3443,17.9015,0.17135,30,12.2995
0,1,6,3,3.7077,17.8104,17.8104,0,1.966,1.966,0,3,142,1,2,15,16,6,4.3186,0.5914,1.1271,0,0.5789,1.9022,0,10,12.2995
0,1,5,4,3.7077,32.4929,38.797,-6.3041,0.2026,0.2031,0.0012,3,74,2,22,3,11,14,14.1429,16.3457,10.8586,0.2352,16.2524,15.2375,0.1724,15,7.6746
0,0,17,-1,3.7077,31.1892,35.0677,-3.8785,1.5345,1.3259,0.0923,3,8,2,17,8,8,17,9.56285,0.2929,12.2814,0.41025,0.5199,10.257249,0.17135,44,7.6746
0,1,11,4,2.7957,29.5617,49.5987,-20.037,2.8825,1.3259,0.0923,3,19,3,6,19,19,6,4.04,0.0071,6.36,0.41025,0.0175,8.0506,0.17135,21,7.6746
1,1,6,3,3.0195,17.8551,43.1832,-8.5214,0.3869,0.4627,0.0923,0,35,3,13,12,13,13,7.9514,12.21,3.0386,0.41025,5.6062,1.6424,0.1098,21,5.7179
0,0,9,-1,3.115,30.8843,69.9213,-29.859,1.5345,1.3259,0.0923,0,70,3,19,6,21,9,9.56285,15.78285,12.2814,0.41025,19.8458,18.091,0.17135,12,9.2019
0,0,15,3,3.0935,50.5144,63.6356,-13.1212,1.5345,1.3259,0.0923,0,39,3,18,7,16,-5,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,6.969
0,0,1,3,3.1513,34.4568,43.1315,-4.4731,1.5345,1.3682,0.0923,3,6,1,19,6,6,19,1.425,1.16,12.2814,0.41025,0.4319,10.257249,0.1846,26,4.5376
0,0,4,2,3.5035,29.8138,42.06435,-8.4695,1.5345,1.3259,0.0187,1,88,3,10,15,15,10,9.56285,20.5414,12.0786,0.41025,6.1311,12.4888,0.17135,26,4.5376
0,1,4,4,2.6154,4.4597,4.4597,0,0.7348,0.7348,0,3,104,0,5,15,15,6,0,0,0,0,0,0,0,26,4.5376
0,0,14,4,2.8936,8.5116,8.5116,0,0.3673,0.3673,0,3,83,1,2,15,16,6,0,0.0643,0,0,0.1093,0,0,26,4.5376
0,0,5,3,2.8915,11.0926,21.3943,-7.4206,1.8803,0.4571,0.0923,3,28,1,15,10,16,6,4.2714,15.78285,8.12,0.312,11.2312,6.3638,0.2868,26,9.8966
0,0,6,4,3,8.3614,8.3614,0,0,0,0,3,98,1,11,15,16,6,0,0,0,0,0,0,0,26,9.8966
0,1,4,3,3,42.9783,50.6135,-7.6353,1.0556,0.3272,0.0923,0,41,3,8,15,16,-1,0,0.3029,0,0,0.3767,0,0,6,9.8966
0,1,4,4,2.5222,15.8379,20.3359,-4.426,1.246,1.0058,0.0923,3,143,0,17,8,16,-7,16.9671,21.5771,7.0643,0,10.8723,6.2303,0,26,9.8966
0,0,1,2,3.9827,30.7529,33.658,-2.9051,1.2198,1.2247,0.0113,3,25,2,12,25,16,6,8.9143,10.7929,0.3957,0.1163,5.4001,0.7332,0.0947,16,8.2421
0,1,6,3,3.1479,30.7479,48.1517,-17.4038,0.5374,1.0959,0.0923,0,197,3,7,30,30,0,9.56285,2.8614,21.9271,0.3357,1.1055,18.7849,0.1486,15,8.2421
0,1,4,3,3.1479,27.708,40.1928,-12.4849,1.4209,1.289,0.1319,0,5,1,20,5,5,20,3.834,5.874,9.97,0.41025,4.4486,6.0389,0.17135,35,3.4231
1,1,6,4,2.0585,13.1991,13.1991,0,1.6093,1.6093,0,3,83,1,2,15,5,6,9.56285,12.2971,5.9843,0,11.4363,7.1166,0,20,3.4231
0,0,5,2,2.7406,29.8138,82.7567,-8.4829,1.5345,1.3259,0.0534,0,26,3,24,1,1,24,9.56285,15.78285,8.9571,0.41025,11.2312,9.8451,0.17135,38,9.9982
0,0,15,-1,3.8687,28.2129,32.4156,-4.2027,1.758,1.7575,0.0008,0,105,2,14,11,11,14,9.56285,14.5343,12.2814,0.4621,10.873,10.257249,0.0574,24,7.5088
0,0,12,2,3.0038,28.9327,29.002,-0.0694,1.2139,1.3792,0.1699,3,153,2,15,10,10,15,9.56285,15.78285,12.2814,0.1053,15.2501,17.8284,0.0697,26,7.5088
0,0,6,2,3.5514,27.1917,39.9786,-12.7869,1.5183,1.3717,0.0923,3,23,2,2,23,23,2,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.048,43,7.5088
0,1,6,3,3.2448,12.563,12.563,0,0,0,0,3,160,1,10,27,23,6,0,0.0143,0,0,0.035,0,0,43,7.5088
0,0,6,4,3.0727,13.3926,17.5943,-4.2017,0.4048,0.4048,0,2,203,1,2,23,23,2,0.4957,1.3629,12.2814,0,3.0541,17.5524,0,43,7.5088
0,0,7,2,3.0727,8.6082,11.5599,-2.9516,0.206,0.6016,0.0923,3,35,0,2,15,23,6,0.8657,2.4057,3.99,0.1046,2.1246,4.1533,0.0794,43,7.7914
0,1,8,3,3.5637,38.8655,45.2326,-6.3672,0.0488,0.0742,0.033,0,116,2,24,1,1,24,14.5614,15.78285,2.6214,0.41025,11.2312,1.5603,0.17135,29,7.2068
0,1,6,4,2.0435,25.0514,31.3571,-6.3057,0.8859,0.9128,0.0295,0,50,2,8,29,16,6,9.56285,15.78285,12.2814,0.3416,11.2312,10.257249,0.1115,12,10.9374
0,0,4,2,3.4638,62.2379,70.7627,-8.5248,1.5345,1.3259,0.1847,3,195,3,3,22,22,3,0.76,2.0029,0.1571,0,1.9284,0.2901,0,5,10.9374
