canc_flag,gender,federal_state,region_type (Locality),qu_avg_liv_area,serv_revenue_avg,revenue_avg,discount_avg,serv_revenue_std,revenue_std,discount_std,device_type,months_since_act,stars,remaining_months,mon_since_con_start,mon_since_last_subsi,mon_til_next_subsi,voice_min_wireline_avg,voice_min_onnet_avg,voice_min_offnet_avg,data_vol_total_avg,voice_min_onnet_std,voice_min_offnet_std,data_vol_total_std,tot_nbr_calls,avg_days_of_usage_avg
0,0,14,4,3,32.4592,53.0171,-10.7139,1.5345,1.3259,0.0923,0,199,3,22,3,8,22,17.6543,15.78285,12.2814,0.0814,11.2312,10.257249,0.0435,26,8.0489
0,1,9,4,2.1364,16.3449,47.9572,-25.5742,1.5345,1.1689,0.0923,0,19,3,6,19,19,6,5.8186,15.78285,4.8129,0.41025,11.2312,6.3217,0.17135,26,9.4427
0,1,15,-1,3.0832,20.7566,44.2676,-23.511,2.0042,0.6822,0.0923,3,11,3,14,11,19,-9,9.56285,13.2629,20.2329,0.4617,3.5754,12.7695,0.17135,26,9.4427
0,1,7,4,2.9604,20.5221,23.0375,-2.5155,0.0966,0.112,0.0223,0,17,2,8,17,17,8,0,0,0,0.1859,0,0,0.0793,26,9.4427
0,1,6,4,2.5233,45.9747,54.3986,-8.4238,1.5345,1.3259,0.0779,1,140,3,21,4,4,21,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,12.6559
0,0,4,-1,2.5233,33.5188,41.9554,-8.4365,1.2941,1.3418,0.0547,3,20,3,5,20,4,6,15.91,12.2871,12.2814,0.41025,8.0073,10.257249,0.17135,26,12.6559
0,0,6,4,3.8127,29.8138,42.06435,0,1.5345,1.3259,0,3,44,5,14,11,11,2,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,9.5322
0,1,6,4,2.7065,38.4294,47.0828,-2.651,1.5345,0.3166,0.0923,0,64,3,15,10,10,15,9.56285,15.78285,13.9943,0.41025,11.2312,13.136,0.1376,23,7.9954
0,1,9,-1,3.6546,26.974,36.3518,-9.3778,2.8804,2.3812,0.0923,0,178,3,13,24,24,1,0.5971,1.0686,0.3857,0.0304,1.9807,0.9165,0.0197,23,10.1313
1,1,9,2,3.6546,26.7011,47.6745,-20.9734,1.5244,1.437,0.1357,0,162,3,13,12,12,13,9.3471,0.1343,1.7186,0.0486,0.3289,1.8214,0.0484,2,9.1111
0,0,9,2,3.3715,57.1701,61.7288,-4.5587,0.9427,1.2254,0.0923,0,146,3,13,12,12,13,9.56285,15.78285,12.2814,0.41025,19.688,10.257249,0.17135,26,8.2504
0,1,4,3,2.9749,28.2322,28.2322,0,1.0538,1.0538,0,3,24,2,13,24,12,6,9.56285,15.78285,12.2814,0.1954,11.2312,10.257249,0.0696,26,8.2504
0,1,6,2,3.1478,16.7312,19.3109,-2.5797,1.5345,1.3259,0.0923,1,6,1,22,3,3,22,0,0.1767,0,0,0.2245,0,0,26,8.2504
0,0,8,3,3,17.0698,17.0698,0,0.2014,0.2014,0,3,48,1,13,15,3,6,1.9571,0.3786,0.4657,0,0.6338,0.6342,0,9,8.2504
1,0,4,3,3,20.5126,42.7783,-22.2657,0.292,0.3644,0.0863,1,25,1,23,2,25,0,9.0157,15.78285,12.2814,0.41025,11.2312,10.2548,0.17135,35,3.869
0,1,14,4,2.8723,20.5126,42.7783,-22.2657,0.292,0.3644,0.0863,1,1,0,24,1,1,24,0,2.58,12.2814,0.41025,0,0,0,43,3.869
0,0,8,2,2.8723,65.4392,73.8446,-8.4055,1.5345,1.3259,0.0017,0,196,3,15,10,10,15,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,8.6786
0,0,5,2,2.8723,21.132,30.1159,-8.4189,1.5345,1.3259,0.0923,2,92,2,21,4,16,-3,6.07,12.74,3.0757,0,6.1834,3.1094,0,26,8.6786
1,1,4,-1,3.0172,35.6164,65.0183,-29.4019,0.3448,0.3396,0.0054,0,11,3,14,11,11,14,12.0171,15.4257,0.53,0.41025,11.2312,1.0993,0.17135,24,8.6786
0,0,10,4,3.045,28.9312,33.1328,-4.2016,1.7206,1.7316,0.0162,3,14,2,11,14,14,11,3.1071,3.5186,2.5071,0.41025,3.292,2.8158,0.17135,6,8.6786
1,0,7,4,2.6696,13.434,13.434,0,0.488,0.488,0,3,132,1,13,15,16,6,0,0.2157,0,0,0.3032,0,0,6,8.6786
0,0,5,3,3.2158,30.0395,30.0395,0,0.6105,0.6105,0,3,118,2,12,13,13,12,9.56285,15.78285,10.9486,0.41025,11.2312,15.6025,0.1474,28,8.6786
1,1,6,2,3.0938,42.8232,55.561,-9.7366,2.7097,1.8199,0.0923,3,29,3,8,29,29,-4,9.56285,26.2357,12.2814,0.2079,11.2312,10.257249,0.23,28,5.9889
0,1,5,4,2.9764,37.1104,45.7772,-8.6668,2.8844,1.3259,0.0923,0,146,2,17,8,8,17,1.2257,15.78285,0.7171,0.4186,11.2312,1.7566,0.1947,26,5.4635
1,0,7,2,3,29.8138,42.06435,-21.3119,1.5345,1.3259,0.0923,0,46,3,11,14,14,11,1.6971,14.9029,8.9443,0.41025,7.3016,7.874,0.17135,32,5.4635
0,1,14,4,3,29.8138,42.06435,-4.1997,1.5345,1.3259,0.0082,0,77,4,3,15,16,-9,9.56285,27.8429,8.2429,0.3499,11.2312,5.4462,0.1125,34,5.4635
0,1,6,4,2.9151,24.9364,42.1239,-8.7842,0.8816,1.0258,0.0923,0,41,3,10,15,15,10,9.56285,15.78285,12.2814,0.2329,11.2312,10.257249,0.0855,33,11.6788
0,1,9,-1,3.7985,8.62,8.62,0,0,0,0,3,175,1,6,15,16,6,0,0,0,0,0,0,0,33,11.6788
0,1,4,3,3.2805,12.6935,42.1052,-16.8067,0.0744,0.0744,0,0,109,3,6,19,22,6,9.56285,12.7971,5.4557,0.1621,10.5724,8.5443,0.0948,20,4.5481
0,1,2,2,2.4565,34.1488,42.739,-8.5901,0.8743,0.591,0.0923,3,86,3,16,9,15,10,8.8086,15.78285,11.3429,0.1984,11.2312,10.086,0.1394,26,12.2568
1,0,8,2,2.6683,67.4187,80.0027,-12.584,0.3895,0.4642,0.0814,0,101,3,17,8,11,17,9.56285,15.78285,4.4714,0.41025,11.2312,7.6506,0.17135,45,8.589
0,1,1,3,3.6873,8.5386,8.5386,0,0.2241,0.2241,0,3,166,1,7,15,16,6,0.4471,11.4929,11.0314,0,4.028,13.4398,0,45,8.589
0,0,9,3,3.6873,42.7038,42.7038,0,0.8026,0.8026,0,3,42,2,7,18,18,7,1.1871,24.8171,0.0443,0.1645,11.2312,0.0807,0.1142,16,6.16
0,0,2,2,2.0079,68.3293,72.7452,-4.2411,1.5345,1.3259,0.0923,1,115,3,20,5,7,18,12.1529,15.78285,12.2814,0.41025,11.2312,16.4696,0.17135,26,4.9869
1,1,6,3,3.0257,29.8138,72.7635,0,1.5345,1.3259,0,0,56,3,11,14,14,11,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,9.2707
1,1,6,4,2.8374,20.0309,42.7128,-5.8752,1.5345,1.3259,0.0191,0,8,3,17,8,8,17,0.3629,24.7357,22.2371,0.3846,11.2312,10.257249,0.17135,26,9.2707
1,0,1,2,3.7249,43.7263,51.8491,-8.1229,1.5345,1.3259,0.0923,0,85,3,4,21,21,4,9.56285,15.78285,6.7486,0.41025,11.2312,6.8369,0.17135,26,9.8766
1,1,6,4,3.7886,41.4268,49.5941,-8.1673,1.5345,1.3259,0.0923,3,15,3,10,15,15,10,0.6714,17.54,12.2814,0.0904,4.4339,10.257249,0.0443,24,10.8263
1,1,5,3,2.9723,29.6174,34.1991,-4.5817,0.283,0.4141,0.0923,0,26,2,8,17,17,8,0.2914,15.78285,12.2814,0.41025,11.2312,10.257249,0.0847,26,10.8263
0,1,14,4,3.0874,21.018,21.018,0,0.0639,0.0639,0,3,146,2,7,15,16,6,2.0457,0,3.8343,0.151,0,2.8389,0.0187,2,10.8263
1,0,8,3,3.1261,21.1001,21.2856,-0.1855,1.3942,1.0411,0.0923,3,215,1,18,7,7,18,0.85,0.7729,0.1543,0.164,0.7418,0.2585,0.0814,2,3.3417
0,0,6,4,3.75,21.1001,21.2856,-0.1855,1.3942,1.0411,0.0923,3,2,0,23,2,7,-1,9.56285,15.78285,12.2814,0.0563,15.925,10.257249,0.0005,26,2.9786
0,0,1,3,3.1939,15.6217,15.7758,-0.1541,1.0577,1.4339,0.0923,2,242,2,18,7,7,18,3.0257,2.0186,0,0,2.6513,0,0,4,2.9786
0,0,1,2,3.4469,44.869,45.7368,-0.8678,1.5345,1.3259,0.0923,1,150,3,23,2,5,23,4.5471,0.7929,1.6829,0.41025,1.8128,2.2895,0.17135,4,11.8507
0,1,7,4,3.4469,25.3177,50.5239,-8.3995,0.102,0.1114,0.0164,0,21,3,4,21,21,4,5.9,2.7257,0.0457,0.0366,3.6187,0.112,0.041,4,7.8918
0,0,6,3,3.9588,8.368,8.368,0,0.0068,0.0068,0,3,228,1,8,15,16,6,3.9286,0.0071,0,0,0.0175,0,0,9,7.8918
0,0,11,4,2.9146,27.0232,51.2343,-24.2111,2.591,0.322,0.0923,0,221,3,18,7,10,18,9.56285,2.3686,12.2814,0.41025,5.6923,10.257249,0.2523,16,7.8918
1,0,4,2,2.9146,18.2959,39.1833,-4.5818,1.5345,1.3259,0.0923,3,19,1,19,6,6,19,1.4286,26.6957,12.2814,0.1113,16.1995,10.257249,0.1761,26,9.6015
0,0,5,2,2.3691,11.8053,12.3452,-0.5399,0.9827,0.9731,0.0923,3,128,1,6,15,16,6,1.4186,4.7143,7.28,0,2.02,14.6108,0,2,9.6015
1,1,1,2,2.0074,13.4143,16.3155,-2.9012,1.1896,1.0854,0.0923,0,74,1,20,5,6,19,3.9914,11.3371,4.7043,0.2246,8.2574,5.076,0.061,12,9.6015
0,0,4,2,2.8092,21.2722,43.5172,-22.245,1.5345,0.589,0.0923,0,25,3,24,1,5,24,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,38,8.0609
0,0,5,4,3.4462,22.4225,33.9724,-11.5499,1.2812,1.3259,0.0923,0,16,3,21,4,16,9,9.56285,8.7857,23.9771,0.41025,6.7212,9.4715,0.17135,28,6.3361
0,0,12,2,3.1867,35.4136,75.8354,-26.016,1.5345,1.3259,0.0923,3,127,3,21,4,4,21,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,7.851
0,0,8,4,3.7665,53.7908,60.0949,-6.3041,0.6034,0.6027,0.0019,1,85,3,6,19,19,6,9.56285,19.25,12.2814,0.41025,11.2306,9.0934,0.17135,26,8.2233
0,1,17,-1,3.7665,35.8316,41.7153,-5.8838,1.2823,1.2853,0.0311,3,7,1,18,7,7,18,6.92,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,8.2233
0,0,3,-1,3.4916,9.1114,11.3953,-2.2839,1.0089,0.2467,0.0923,3,32,1,5,15,7,6,1.8614,1.5071,0.1514,0.1022,1.4309,0.3709,0.0406,1,8.1565
0,0,17,-1,4,29.2923,55.3478,-26.0555,0.831,0.8262,0.005,3,22,2,3,22,22,3,10.2514,15.78285,10.2129,0.41025,11.2312,5.0574,0.17135,10,8.1565
1,0,6,4,4,39.9153,49.0421,-9.1269,1.5345,1.3259,0.0923,0,39,4,23,2,17,8,4.89,29.6814,12.2814,0.41025,8.443,10.257249,0.17135,10,14.5741
0,0,9,-1,3.72,25.4016,33.805,-8.4034,0.2549,0.2549,0,1,76,2,4,21,21,4,3.5014,0.9443,3.2414,0.1049,0.6791,4.021,0.0254,10,10.9053
0,0,9,3,3.0773,46.7323,63.9207,-17.1884,0.25,0.3039,0.0923,3,201,2,8,17,17,8,0.7957,1.3543,0.5914,0.0287,3.0373,0.7685,0.0073,9,10.9053
0,0,6,4,2.8333,19.0502,23.2539,-4.2038,0.5374,0.5202,0.0197,3,91,2,2,15,16,6,9.56285,15.78285,12.2814,0.2983,11.2312,10.257249,0.1084,5,10.9053
1,1,14,4,3,24.4579,31.1704,-6.7124,1.5345,1.3259,0.0923,3,69,2,18,7,9,18,10.2757,15.78285,5.8929,0,15.7588,6.3419,0,5,10.9053
1,0,13,2,3,25.3916,42.1904,-16.7989,0.218,0.2367,0.0328,1,30,3,15,10,10,15,6.8429,6.2314,0.2929,0.2442,8.8847,0.7174,0.0734,5,10.9053
0,1,5,2,3.1227,29.0522,38.2056,-9.1534,1.5345,1.3259,0.0923,3,27,3,19,6,10,0,3.1714,6.4629,12.2814,0.41025,2.8604,10.257249,0.073,12,10.9053
1,0,6,3,2.779,50.2328,67.034,-16.8012,2.569,1.3259,0.0031,1,25,2,24,1,1,24,8.4829,8.3086,12.2814,0.41025,15.6874,10.257249,0.17135,26,10.9053
0,1,5,2,2.6459,26.7381,30.9416,-4.2035,0.2158,0.2505,0.0348,0,9,2,16,9,9,16,0.11,9.6229,0,0.41025,5.1763,0,0.17135,26,6.0345
0,1,9,-1,2.875,52.4891,64.7713,-9.8812,1.5345,1.2904,0.0923,3,16,3,9,16,16,9,9.56285,15.78285,15.3443,0.41025,11.2312,10.257249,0.17135,32,8.9719
0,0,6,4,2.2318,16.865,16.865,0,0,0,0,3,74,1,11,15,16,6,0,0.1729,0,0,0.1911,0,0,32,8.9719
1,1,13,3,3,22.9268,43.9312,-8.3995,1.0183,1.0226,0.0164,1,103,2,2,23,23,2,9.56285,15.78285,12.2814,0.4531,11.2312,10.257249,0.1522,40,8.9719
0,0,1,3,2.8692,8.3617,8.3617,0,0.0005,0.0005,0,3,57,1,4,15,23,6,0,0.0371,0,0,0.0495,0,0,40,8.9719
0,0,4,2,2.8692,14.232,14.2628,-0.0308,1.3654,1.3742,0.0356,3,50,1,8,29,16,6,2.08,7.6371,7.5771,0.41025,5.2054,8.6001,0.1678,2,6.1118
0,0,6,4,2.4034,20.1595,20.1595,0,0.4674,0.4674,0,0,142,2,12,13,13,12,0,0.2,1.8357,0.0083,0.3973,3.1411,0.0096,2,5.2925
0,0,6,3,2.0615,38.031,59.0483,-21.0173,2.056,2.0684,0.1745,1,34,3,15,10,13,15,9.56285,26.1957,12.2814,0.41025,16.507,10.257249,0.17135,2,5.2925
0,1,1,3,3.3763,38.031,59.0483,-21.0173,2.056,2.0684,0.1745,3,2,0,23,2,2,23,2.22,6.505,2.075,0.41025,5.105,0.365,0.17135,34,2.7346
0,0,6,3,2.0615,39.1533,60.1267,-20.9734,1.4516,1.3706,0.1316,1,37,3,12,13,16,12,9.56285,22.0829,12.2814,0.41025,19.7036,10.257249,0.17135,26,2.7346
0,1,5,3,3.2577,30.2697,32.5478,-2.278,1.5345,1.3259,0.0923,3,149,2,13,24,16,6,9.56285,15.78285,11.5286,0.41025,11.2312,18.8536,0.17135,26,10.7436
0,0,9,3,2.6931,30.2697,32.5478,-2.278,1.5345,1.3259,0.0923,3,2,0,23,2,16,-1,9.56285,28.3,12.2814,0.41025,5.18,10.257249,0.095,26,3.9747
0,1,12,3,2.9108,25.3674,37.9722,-12.6048,0.1547,0.1815,0.0488,3,21,2,4,21,21,4,7.4114,16.7557,7.7729,0.074,10.7392,15.0395,0.0326,4,3.9747
0,1,8,3,2.9916,42.0778,52.3704,-7.8964,1.5345,1.3259,0.0923,0,78,3,4,21,21,4,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,11.9632
0,1,14,4,2.1555,41.1212,72.6149,-4.41165,1.5345,1.3259,0.0615,1,16,3,9,16,16,9,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,11.9632
1,0,6,4,3.0213,59.7569,80.7584,-4.1948,0.6449,0.6418,0.0263,0,17,4,23,2,17,8,9.56285,29.7086,12.2814,0.41025,10.9149,10.257249,0.17135,26,11.9632
0,0,11,4,2.293,6.8839,11.1463,-4.2625,0.1885,0.2783,0.0923,3,195,0,14,11,17,-10,6.1743,3.3443,3.2757,0.1555,4.9695,4.9946,0.0991,9,6.3224
0,0,9,3,3.4097,61.0609,84.214,-16.8506,0.066,0.0522,0.0575,0,173,4,9,16,20,5,9.2157,11.8686,1.6729,0.41025,8.5134,3.5138,0.17135,11,8.949
0,0,9,4,3.6444,29.263,29.263,0,1.5345,1.3259,0,0,51,2,12,25,25,0,6.1757,13.0657,9.9057,0.3476,8.849,6.0376,0.0441,6,8.949
0,1,4,4,3.1545,11.884,26.7721,-6.4847,0.3484,0.5302,0.0923,0,37,3,12,13,16,12,4.4229,7.05,12.2814,0.1341,3.1704,10.257249,0.0542,6,8.949
0,0,14,4,3,-4.5342,27.5326,-15.2601,1.5345,1.3259,0.0923,3,7,3,18,7,16,-5,1.1357,0.4914,0.0829,0.0285,0.3059,0.203,0.0442,4,3
0,1,15,2,3.069,21.2659,25.8287,-4.5627,0.1575,0.2642,0.0923,0,25,2,8,17,17,8,2.1957,15.78285,12.2814,0.4758,11.2312,10.257249,0.2556,26,3
0,0,7,3,3.069,40.9877,54.9667,-13.979,1.5345,1.3259,0.0923,1,29,3,20,5,5,20,16.1486,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,3
0,1,5,3,3.22,26.4696,26.4696,0,1.3373,1.3373,0,3,43,2,6,19,19,6,0.3314,5.8057,1.69,0.4534,7.4157,1.4965,0.1597,19,3
0,1,14,4,3,4.1597,4.1597,0,0,0,0,0,48,0,13,15,16,6,0.3314,5.8057,1.69,0.4534,7.4157,1.4965,0.1597,19,3
0,0,9,2,2.8638,31.182,43.8367,-12.6547,1.9676,2.0069,0.082,3,21,2,4,21,21,4,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,7.7944
0,1,1,3,2.0215,12.598,12.598,0,0.0837,0.0837,0,3,62,1,11,15,21,6,0.0214,0.0343,0,0.0002,0.084,0,0.0003,26,2.8214
0,1,6,4,2.1239,50.392,52.0703,-1.6784,1.5345,1.3259,0.0923,1,44,3,5,15,16,-4,13.2386,15.78285,12.2814,0.2277,11.2312,10.257249,0.0369,11,2.8214
0,1,6,4,2.5196,8.5117,8.5117,0,0,0,0,3,142,1,3,15,16,6,0,0.0071,0,0,0.0175,0,0,11,2.8214
0,0,6,2,3.9474,46.9659,51.7209,-4.755,1.5345,1.3259,0.0923,0,203,3,21,4,6,19,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.1814,26,10.7914
0,1,4,-1,3.8171,40.6115,45.4763,-0.2692,1.5345,1.3259,0.0923,0,226,3,18,7,16,-6,3.5429,6.1629,6.1586,0.0033,3.9217,15.0854,0.0051,26,10.7914
0,0,3,4,3,5.3527,29.7518,-24.3991,0.9785,0.2842,0.0923,3,10,0,11,14,16,-9,6.35,2.78,4.4386,0.0287,4.2192,3.1728,0.0236,8,10.7914
1,0,4,2,3.2727,20.9663,20.9663,0,1.5345,1.3259,0,3,168,1,13,15,16,6,0.1857,0,0,0.0003,0,0,0.0008,8,10.7914
1,1,7,2,2.6995,21.3706,50.7544,-16.7788,0.2137,0.2958,0.1053,3,138,3,2,23,23,2,6.2357,8.1543,1.7871,0.3232,11.4698,2.0951,0.1529,3,3.4799
0,0,9,-1,3.2349,25.4133,38.0307,-12.6174,0.3899,0.4947,0.1341,3,24,2,13,24,24,1,0.2257,2.1486,0.0314,0.0925,2.4639,0.05,0.1477,3,3.4799
0,1,7,4,2.5576,58.8588,58.9577,-0.0989,2.1998,2.1041,0.1142,1,165,3,3,22,22,3,9.56285,15.78285,12.2814,0.1538,11.2312,10.257249,0.0178,26,9.0958
0,0,7,2,2.2829,32.1365,50.3326,-18.1961,1.5345,1.3259,0.0923,0,194,3,18,7,7,18,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,44,8.7863
0,1,1,3,3.3358,12.4433,16.5847,-4.1414,0,0,0,3,4,0,21,4,7,-2,9.56285,29.635,12.2814,0.0101,11.2312,10.257249,0.0097,26,8.7863
0,0,4,3,3.3358,21.1694,26.6457,-5.4763,0,0,0,3,4,0,21,4,4,21,0,0.0675,0,0,0.0817,0,0,26,8.7863
0,1,13,3,3,21.1694,26.6457,-5.4763,0,0,0,0,33,3,23,2,2,23,1.0543,11.0429,0,0.41025,11.2312,0,0.17135,12,8.7863
0,1,9,3,2.7725,33.549,41.9384,-8.3894,0.2105,0.2632,0.0527,3,47,3,13,24,24,1,0,0.0429,0,0,0.105,0,0.0001,12,8.7863
0,0,14,4,2.1951,25.6034,50.8135,-8.4034,0.6134,0.6134,0,0,34,2,22,3,3,22,9.56285,17.5214,0.54,0.41025,6.4959,0.9556,0.17135,31,10.7443
0,0,12,3,3,17.4225,17.4225,0,0.6639,0.6639,0,3,39,2,10,15,3,6,3.0143,1.9857,21.3243,0.0292,2.105,9.7691,0.0282,31,6.6421
0,0,12,3,3.0866,57.6276,61.8224,-4.1948,1.5345,1.3259,0.0263,0,10,3,15,10,10,15,1.14,11.2529,1.49,0.41025,4.7464,0.9139,0.17135,18,7.9169
0,1,3,-1,2.9545,55.2901,55.2901,0,0.1987,0.1987,0,0,214,3,3,22,22,3,9.56285,17.0971,10.5114,0.41025,11.2312,11.5572,0.2651,14,7.9169
0,0,9,3,2.8463,42.8383,59.7597,-16.9214,2.6813,0.3262,0.0923,1,77,3,6,15,16,-1,0.3,7.2286,0.84,0.2196,14.0317,2.0576,0.17135,5,7.9169
0,0,4,4,3.1,37.8026,59.0859,-21.2833,1.5345,1.3259,0.0923,3,210,3,7,18,18,7,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,7.9169
1,0,5,2,3.1727,22.1683,30.5737,-8.4055,1.3712,1.372,0.0017,0,76,2,18,7,8,18,9.56285,15.78285,1.05,0.4057,11.2312,1.6989,0.1191,26,7.9169
0,1,6,3,3.7255,4.1597,4.1597,0,0,0,0,3,143,0,5,15,16,6,0,0,0,0,0,0,0,26,7.9169
0,1,7,2,2.0242,23.476,27.2397,-3.7637,2.7843,1.3259,0.0923,3,17,2,8,17,16,6,0,0.1686,0.0214,0,0.2048,0.0525,0,26,7.9169
0,0,4,-1,3.5178,36.9711,46.1794,-0.2851,1.5345,1.3259,0.0923,0,150,3,21,4,7,18,9.56285,15.78285,8.97,0.41025,11.2312,8.4364,0.17135,19,4.3598
0,1,4,4,3.5178,8.0489,13.2358,-5.1869,1.5345,1.3259,0.0923,3,185,0,7,30,16,6,16.7529,0.6829,4.8443,0.41025,0.9797,1.6721,0.17135,19,4.3598
1,0,6,4,2.6917,4.31,4.31,0,0,0,0,3,146,0,11,15,16,6,0,0.01,0,0,0.0245,0,0,1,4.3598
0,1,7,3,3.0723,26.0001,26.0001,0,0.0004,0.0004,0,0,78,2,7,15,16,6,0,0,0,0,0,0,0,3,4.3598
0,1,4,-1,3.3605,21.1164,21.1164,0,0.3674,0.3674,0,3,58,2,3,15,16,6,0,0.0757,0,0,0.1229,0,0,12,4.3598
1,0,6,4,3,27.9105,27.9105,0,1.7737,1.7737,0,0,155,2,2,23,23,2,5.7443,14.8957,4.1386,0.1607,11.2312,10.0966,0.2504,12,12.3731
0,1,9,3,2.8194,34.2197,42.6231,0,1.5345,1.3259,0,0,32,2,12,13,13,12,2.3757,12.6157,1.8857,0.41025,11.2312,3.3575,0.2826,12,12.2118
0,1,5,3,3.1759,17.7858,60.3369,-25.7444,0.474,0.5237,0.0923,0,202,3,6,19,22,6,9.56285,23.5814,5.4843,0.41025,11.3739,4.6546,0.17135,26,9.9049
0,1,9,2,3.8425,29.8138,74.149,0,0.3207,0.3207,0,0,76,3,13,24,24,1,9.56285,16.7357,12.2814,0.41025,8.8182,10.257249,0.17135,28,4.4733
1,0,14,4,2.8936,41.6,68.905,-27.3051,1.5345,1.3259,0.0138,0,56,3,11,14,14,11,9.56285,15.78285,12.2814,0.41025,13.6971,10.257249,0.17135,28,4.4733
0,1,4,4,2.8854,4.1597,4.1597,0,0,0,0,3,86,0,11,15,14,6,0,0.0386,0,0,0.061,0,0,28,4.4733
0,0,1,4,2.6737,29.8138,42.06435,0,1.5345,1.3259,0,0,40,4,4,21,21,4,12.9386,7.8571,12.2814,0.41025,7.4864,13.2124,0.17135,26,8.0497
1,1,2,4,3,32.1261,38.698,-6.5719,1.2666,0.6639,0.0923,3,106,3,8,17,17,8,9.56285,15.78285,12.2814,0.3273,11.2312,10.257249,0.0533,26,13.6852
1,0,4,4,3,22.1065,64.4417,-25.5285,0.7246,0.7967,0.0923,3,40,3,16,9,18,9,8.8729,2.5071,12.2814,0.41025,3.4479,10.257249,0.17135,26,4.8893
0,1,1,3,3.7238,0,0,0,0,0,0,0,231,0,9,16,16,6,0.124,0.32,0.456,0.0002,0.4665,0.912,0.0004,1,4.8893
0,0,1,3,2.8836,34.4135,51.6901,-17.2766,0.4357,1.0635,0.0923,3,39,2,10,15,20,10,9.56285,15.78285,22.6757,0.4737,17.8133,14.8897,0.1625,1,4.8893
0,0,1,3,3.2461,17.5468,17.5468,0,0.2007,0.2007,0,3,200,2,6,15,16,6,9.56285,14.56,9.02,0,11.3947,5.6638,0,26,4.8893
0,1,4,2,3.6441,19.5643,19.9437,-0.3795,1.5345,1.3259,0.0923,3,199,1,21,4,16,-3,1.9171,25.9257,7.9843,0.0388,11.2312,4.674,0.0643,27,4.8893
0,0,9,4,3.6441,12.9324,12.9324,0,0.0033,0.0033,0,3,102,1,7,15,16,6,0,0.1471,0,0,0.3142,0,0,27,4.8893
0,1,4,4,3,35.5008,52.5624,-17.0617,1.5345,1.3259,0.0923,3,16,2,9,16,16,9,7.48,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,27,4.8893
0,1,1,-1,3.4243,34.6248,47.224,-12.5992,2.2004,2.2125,0.0246,3,20,3,23,2,20,5,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.2233,27,4.8893
0,0,4,3,2.9035,54.6035,54.8442,-0.2408,2.1606,2.1825,0.1712,0,213,3,23,2,3,23,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,4.8893
0,1,15,4,2.9877,36.1067,36.1067,0,1.5345,1.3259,0,1,39,3,23,2,2,23,9.56285,15.78285,12.2814,0.41025,11.2312,10.257249,0.17135,26,4.8893
1,1,3,3,2.6731,24.0353,25.3028,-0.8027,1.5345,1.3259,0.0923,0,33,3,21,4,4,21,0.1243,1.4043,0.0143,0.273,0.9563,0.035,0.2154,13,8.4096
0,1,6,4,3.3438,54.6449,63.0525,-8.4077,0.2578,0.2971,0.0393,1,12,3,13,12,12,13,0,0.4614,0.2714,0.0012,0.7337,0.6649,0.0023,13,8.4096
0,0,9,2,2.7823,32.9434,37.2581,-4.3147,1.5345,1.3259,0.0923,3,33,3,20,5,10,15,5.7357,21.4686,13.2957,0.41025,9.7724,8.6919,0.17135,13,8.4096
0,1,2,2,2.4512,35.0791,43.4845,-8.4055,0.4504,0.4509,0.0017,3,187,2,24,1,1,24,5.79,15.78285,16.25,0.0313,11.2312,7.768,0.0189,26,9.1905
0,0,1,4,2.3788,35.0791,43.4845,-8.4055,0.4504,0.4509,0.0017,1,1,3,24,1,1,24,0,0,0,0,0,0,0,5,9.1905
0,1,6,4,2.3788,17.3504,17.3504,0,1.9154,1.9154,0,0,147,1,2,23,23,2,7.7929,1.2529,4.9014,0,1.6478,7.6284,0,19,9.1905
0,0,9,4,3.0769,53.9845,58.5501,-4.5656,0,0,0,3,4,3,21,4,23,-3,5.785,25.5825,5.7325,0.41025,11.2312,5.496,0.17135,17,3.4444
0,1,5,4,3.7152,53.9845,58.5501,-4.5656,0,0,0,3,1,0,24,1,1,24,5.785,25.5825,5.7325,0.41025,11.2312,5.496,0.17135,17,3.4444
1,1,1,3,3.1286,34.7478,43.1548,-8.407,2.691,1.3259,0.0699,3,22,3,3,22,22,3,0.6157,0.5686,5.6457,0.0277,0.3967,13.8291,0.0679,17,3.4444
